"sourcecountrycode","targetcountrycode","relationshiptype","weight"
"ME","FR","VOTE_2017_PUBLIC","2"
"CY","FR","VOTE_2017_PUBLIC","3"
"RO","FR","VOTE_2017_PUBLIC","4"
"BE","FR","VOTE_2017_PUBLIC","3"
"GR","FR","VOTE_2017_PUBLIC","4"
"PT","FR","VOTE_2017_PUBLIC","6"
"AZ","FR","VOTE_2017_PUBLIC","5"
"BY","FR","VOTE_2017_PUBLIC","4"
"AM","FR","VOTE_2017_PUBLIC","8"
"UA","FR","VOTE_2017_PUBLIC","6"
"EE","FR","VOTE_2017_PUBLIC","1"
"HU","FR","VOTE_2017_PUBLIC","1"
"AL","FR","VOTE_2017_PUBLIC","1"
"FI","FR","VOTE_2017_PUBLIC","1"
"MK","FR","VOTE_2017_PUBLIC","6"
"IT","FR","VOTE_2017_PUBLIC","1"
"CH","FR","VOTE_2017_PUBLIC","2"
"GE","FR","VOTE_2017_PUBLIC","3"
"BG","FR","VOTE_2017_PUBLIC","12"
"IL","FR","VOTE_2018_PUBLIC","6"
"GE","FR","VOTE_2018_PUBLIC","4"
"PL","FR","VOTE_2018_PUBLIC","3"
"UA","FR","VOTE_2018_PUBLIC","7"
"BE","FR","VOTE_2018_PUBLIC","8"
"NO","FR","VOTE_2018_PUBLIC","1"
"AM","FR","VOTE_2018_PUBLIC","5"
"CY","FR","VOTE_2018_PUBLIC","1"
"IS","FR","VOTE_2018_PUBLIC","6"
"FI","FR","VOTE_2018_PUBLIC","4"
"ES","FR","VOTE_2018_PUBLIC","4"
"LT","FR","VOTE_2018_PUBLIC","5"
"AL","FR","VOTE_2018_PUBLIC","5"
"CY","FR","VOTE_2019_PUBLIC","3"
"AM","FR","VOTE_2019_PUBLIC","4"
"ES","FR","VOTE_2019_PUBLIC","4"
"GR","FR","VOTE_2019_PUBLIC","1"
"IT","FR","VOTE_2019_PUBLIC","2"
"CH","FR","VOTE_2019_PUBLIC","3"
"AU","FR","VOTE_2019_PUBLIC","3"
"IL","FR","VOTE_2019_PUBLIC","4"
"BE","FR","VOTE_2019_PUBLIC","10"
"PT","FR","VOTE_2019_PUBLIC","2"
"RO","FR","VOTE_2019_PUBLIC","1"
"HU","FR","VOTE_2019_PUBLIC","1"
"UA","FR","VOTE_2021_JURY","10"
"GB","FR","VOTE_2021_JURY","12"
"IS","FR","VOTE_2021_JURY","6"
"IT","FR","VOTE_2021_JURY","3"
"NL","FR","VOTE_2021_JURY","12"
"SM","FR","VOTE_2021_JURY","12"
"AZ","FR","VOTE_2021_JURY","4"
"AU","FR","VOTE_2021_JURY","7"
"ES","FR","VOTE_2021_JURY","12"
"GR","FR","VOTE_2021_JURY","5"
"SE","FR","VOTE_2021_JURY","6"
"IL","FR","VOTE_2021_JURY","8"
"CH","FR","VOTE_2021_JURY","12"
"SI","FR","VOTE_2021_JURY","2"
"RO","FR","VOTE_2021_JURY","4"
"DE","FR","VOTE_2021_JURY","12"
"AT","FR","VOTE_2021_JURY","8"
"LT","FR","VOTE_2021_JURY","5"
"MD","FR","VOTE_2021_JURY","4"
"CY","FR","VOTE_2021_JURY","7"
"BG","FR","VOTE_2021_JURY","7"
"RS","FR","VOTE_2021_JURY","12"
"MT","FR","VOTE_2021_JURY","3"
"PT","FR","VOTE_2021_JURY","6"
"CZ","FR","VOTE_2021_JURY","10"
"HR","FR","VOTE_2021_JURY","6"
"EE","FR","VOTE_2021_JURY","10"
"LV","FR","VOTE_2021_JURY","3"
"MK","FR","VOTE_2021_JURY","7"
"IE","FR","VOTE_2021_JURY","12"
"FI","FR","VOTE_2021_JURY","7"
"AL","FR","VOTE_2021_JURY","10"
"NO","FR","VOTE_2021_JURY","4"
"LV","FR","VOTE_2021_PUBLIC","3"
"MT","FR","VOTE_2021_PUBLIC","3"
"GR","FR","VOTE_2021_PUBLIC","8"
"BG","FR","VOTE_2021_PUBLIC","10"
"AU","FR","VOTE_2021_PUBLIC","4"
"SE","FR","VOTE_2021_PUBLIC","6"
"BE","FR","VOTE_2021_PUBLIC","12"
"IS","FR","VOTE_2021_PUBLIC","7"
"UA","FR","VOTE_2021_PUBLIC","5"
"FI","FR","VOTE_2021_PUBLIC","6"
"NO","FR","VOTE_2021_PUBLIC","4"
"EE","FR","VOTE_2021_PUBLIC","7"
"AL","FR","VOTE_2021_PUBLIC","6"
"SI","FR","VOTE_2021_PUBLIC","6"
"CH","FR","VOTE_2021_PUBLIC","6"
"ES","FR","VOTE_2021_PUBLIC","12"
"NL","FR","VOTE_2021_PUBLIC","12"
"DE","FR","VOTE_2021_PUBLIC","10"
"RS","FR","VOTE_2021_PUBLIC","10"
"AZ","FR","VOTE_2021_PUBLIC","2"
"PT","FR","VOTE_2021_PUBLIC","12"
"CY","FR","VOTE_2021_PUBLIC","8"
"MK","FR","VOTE_2021_PUBLIC","5"
"SM","FR","VOTE_2021_PUBLIC","10"
"IE","FR","VOTE_2021_PUBLIC","7"
"PL","FR","VOTE_2021_PUBLIC","5"
"RO","FR","VOTE_2021_PUBLIC","8"
"LT","FR","VOTE_2021_PUBLIC","8"
"GB","FR","VOTE_2021_PUBLIC","5"
"DK","FR","VOTE_2021_PUBLIC","3"
"IT","FR","VOTE_2021_PUBLIC","1"
"RU","FR","VOTE_2021_PUBLIC","6"
"CZ","FR","VOTE_2021_PUBLIC","2"
"AT","FR","VOTE_2021_PUBLIC","6"
"MD","FR","VOTE_2021_PUBLIC","6"
"HR","FR","VOTE_2021_PUBLIC","7"
"IL","FR","VOTE_2021_PUBLIC","8"
"GE","FR","VOTE_2021_PUBLIC","5"
"AM","FR","VOTE_2022_JURY","7"
"AZ","FR","VOTE_2022_JURY","1"
"GE","FR","VOTE_2022_JURY","1"
"FI","FR","VOTE_2022_PUBLIC","1"
"HR","FR","VOTE_2022_PUBLIC","1"
"MD","FR","VOTE_2022_PUBLIC","2"
"RS","FR","VOTE_2022_PUBLIC","2"
"RO","FR","VOTE_2022_PUBLIC","1"
"GR","FR","VOTE_2022_PUBLIC","1"
"AM","FR","VOTE_2023_JURY","7"
"NL","FR","VOTE_2023_JURY","3"
"SE","FR","VOTE_2023_JURY","10"
"LT","FR","VOTE_2023_JURY","6"
"BE","FR","VOTE_2023_JURY","1"
"ES","FR","VOTE_2023_JURY","5"
"FI","FR","VOTE_2023_JURY","7"
"RS","FR","VOTE_2023_JURY","4"
"DK","FR","VOTE_2023_JURY","6"
"IE","FR","VOTE_2023_JURY","5"
"MT","FR","VOTE_2023_PUBLIC","1"
"CY","FR","VOTE_2023_PUBLIC","3"
"BE","FR","VOTE_2023_PUBLIC","2"
"PT","FR","VOTE_2023_PUBLIC","2"
"AM","FR","VOTE_2023_PUBLIC","10"
"LT","FR","VOTE_2023_PUBLIC","1"
"NO","FR","VOTE_2023_PUBLIC","8"
"SE","FR","VOTE_2023_PUBLIC","2"
"GR","FR","VOTE_2023_PUBLIC","3"
"XX","FR","VOTE_2023_PUBLIC","1"
"IS","FR","VOTE_2023_PUBLIC","4"
"AL","FR","VOTE_2023_PUBLIC","3"
"SI","FR","VOTE_2023_PUBLIC","3"
"AU","FR","VOTE_2023_PUBLIC","2"
"RS","FR","VOTE_2023_PUBLIC","1"
"RO","FR","VOTE_2023_PUBLIC","3"
"IL","FR","VOTE_2023_PUBLIC","1"
"ES","HR","VOTE_1993_JURY","1"
"PT","HR","VOTE_1993_JURY","5"
"IL","HR","VOTE_1993_JURY","6"
"GB","HR","VOTE_1993_JURY","8"
"BE","HR","VOTE_1993_JURY","4"
"NO","HR","VOTE_1993_JURY","4"
"CH","HR","VOTE_1993_JURY","3"
"MT","HR","VOTE_1994_JURY","10"
"GR","HR","VOTE_1994_JURY","5"
"SK","HR","VOTE_1994_JURY","12"
"PT","HR","VOTE_1995_JURY","4"
"CY","HR","VOTE_1995_JURY","5"
"BA","HR","VOTE_1995_JURY","10"
"GR","HR","VOTE_1995_JURY","5"
"IL","HR","VOTE_1995_JURY","4"
"IS","HR","VOTE_1995_JURY","10"
"IE","HR","VOTE_1995_JURY","3"
"ES","HR","VOTE_1995_JURY","12"
"SI","HR","VOTE_1995_JURY","12"
"NO","HR","VOTE_1995_JURY","7"
"MT","HR","VOTE_1995_JURY","12"
"TR","HR","VOTE_1995_JURY","7"
"TR","HR","VOTE_1996_JURY","8"
"GR","HR","VOTE_1996_JURY","1"
"EE","HR","VOTE_1996_JURY","6"
"PT","HR","VOTE_1996_JURY","10"
"SK","HR","VOTE_1996_JURY","5"
"SI","HR","VOTE_1996_JURY","3"
"CH","HR","VOTE_1996_JURY","1"
"NO","HR","VOTE_1996_JURY","7"
"BA","HR","VOTE_1996_JURY","10"
"IS","HR","VOTE_1996_JURY","5"
"NL","HR","VOTE_1996_JURY","5"
"BE","HR","VOTE_1996_JURY","4"
"PL","HR","VOTE_1996_JURY","2"
"ES","HR","VOTE_1996_JURY","5"
"GB","HR","VOTE_1996_JURY","4"
"SE","HR","VOTE_1996_JURY","1"
"IE","HR","VOTE_1996_JURY","6"
"CY","HR","VOTE_1996_JURY","8"
"MT","HR","VOTE_1996_JURY","7"
"SE","HR","VOTE_1997_JURY","5"
"PL","HR","VOTE_1997_JURY","3"
"DE","HR","VOTE_1997_JURY","1"
"GB","HR","VOTE_1997_JURY","1"
"BA","HR","VOTE_1997_JURY","2"
"CY","HR","VOTE_1997_JURY","4"
"MT","HR","VOTE_1997_JURY","8"
"MK","HR","VOTE_1998_JURY","12"
"BE","HR","VOTE_1998_JURY","5"
"SE","HR","VOTE_1998_JURY","3"
"CY","HR","VOTE_1998_JURY","7"
